,ID,title,music_director,album_name,track_name,preview_url,popularity,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
2049,5022,Next,Mark Isham,Next (Music from the Motion Picture),0.339583333,https://p.scdn.co/mp3-preview/494d30852ff5199e39ba642661ab4a6c0e1e2a2a?cid=0e18970867524f1fba6634279dd9e5b2,8,0.951,0.293,0.00794,120.011,0.047,0.874,0.161,-32.084,0.0434
2050,5025,Taking Chance,Marcelo Zarvos,Taking Chance (Music From The HBO Film),I Want You To Have This - Reprise,,20,0.985,0.356,0.0308,107.259,0.0376,0.996,0.0916,-27.19,0.0379
2053,5035,In the Soup,Mader,In the Soup (Original Motion Picture Soundtrack),Ballad,https://p.scdn.co/mp3-preview/d1d0751b5cc0c7840fffe8d0fb7fb3b0b4e1e1fc?cid=0e18970867524f1fba6634279dd9e5b2,2,0.488,0.787,0.318,116.26,0.745,0.845,0.0511,-11.977,0.0593
2057,5042,The Ultimate Gift,Mark McKenzie,The Ultimate Gift (Original Motion Picture Soundtrack),What's Your Dream?,,28,0.981,0.142,0.0692,93.342,0.0625,0.876,0.131,-20.659,0.0372
2061,5049,Admiral,Trevor Morris,Admiral (Original Motion Picture Soundtrack),Preparing the Fleet,https://p.scdn.co/mp3-preview/1e7bc0f495051b46ecc7b3f42e86967d13edc858?cid=0e18970867524f1fba6634279dd9e5b2,16,0.0641,0.306,0.39,180.276,0.153,0.698,0.197,-15.687,0.0377
2065,5056,The Fencer,"Gert Wilden, Jr.",The Fencer (Original Motion Picture Soundtrack),Days of Happiness,https://p.scdn.co/mp3-preview/ca1eca50d20b34d810e76051d02821d4efb2cb48?cid=0e18970867524f1fba6634279dd9e5b2,6,0.987,0.218,0.187,174.998,0.11,0.912,0.12,-17.366,0.0412
2066,5059,Two Hands,Cezary Skubiszewski,Two Hands (Original Score),Love Theme (From Two Hands),https://p.scdn.co/mp3-preview/1fd2a7afadb7f06b40650d02c817f26487953520?cid=0e18970867524f1fba6634279dd9e5b2,12,0.105,0.345,0.323,79.922,0.0384,0.318,0.109,-10.691,0.0314
2071,5068,Narco Cultura,Jeremy Turner,Narco Cultura (Original Motion Picture Soundtrack),Narco Cultura,https://p.scdn.co/mp3-preview/499fee44bc611b9bd565b508592f7c98d810f0be?cid=0e18970867524f1fba6634279dd9e5b2,0,0.919,0.139,0.0541,92.854,0.036,0.962,0.109,-25.081,0.0343
2072,5069,Harmontown,Ryan Elder,Harmontown Movie Soundtrack,I Turn Everything Off,https://p.scdn.co/mp3-preview/6c74c871ca7e2a68d5e681cca0973133035b16f6?cid=0e18970867524f1fba6634279dd9e5b2,11,0.912,0.0761,0.149,175.116,0.036,0.685,0.0833,-21.045,0.0447
2073,5073,Tiger Zinda Hai,Julius Packiam,Tiger Zinda Hai,Dil Diyan Gallan,https://p.scdn.co/mp3-preview/181184757b320a11836594971427d75712821c69?cid=0e18970867524f1fba6634279dd9e5b2,68,0.565,0.716,0.64,105.012,0.485,0.00139,0.127,-8.726,0.025
2076,5085,Sweet Land,Mark Orton,Sweet Land,Quiet Breathing,https://p.scdn.co/mp3-preview/4c80bd306d1c3d428df366b892fc928e94f0b9b0?cid=0e18970867524f1fba6634279dd9e5b2,11,0.576,0.227,0.443,176.955,0.14,0.395,0.108,-11.096,0.033
2079,5093,Cash Only,Julian DeMarre,Cash Only [(Original Motion Picture Soundtrack) [Deluxe Edition]],Fire,https://p.scdn.co/mp3-preview/ed492ad85f502064da9e4216521d64ca61214cc6?cid=0e18970867524f1fba6634279dd9e5b2,0,0.106,0.412,0.365,159.455,0.57,0.803,0.183,-14.101,0.148
2081,5095,Hichki,Jasleen Royal,Hichki,Teri Dastaan,https://p.scdn.co/mp3-preview/1fe62887422123494928dd08e67b959b22c9522d?cid=0e18970867524f1fba6634279dd9e5b2,44,0.96,0.632,0.266,79.949,0.183,0.00304,0.114,-14.365,0.0257
2086,5106,Almost Holy,Bobby Krlic,Almost Holy: Original Motion Picture Soundtrack,The End,https://p.scdn.co/mp3-preview/1a44429f369814b507e9ff3ae8fbd9178782f258?cid=0e18970867524f1fba6634279dd9e5b2,14,0.86,0.246,0.227,97.98,0.0369,0.844,0.0998,-19.275,0.0373
2088,5108,Bad Samaritan,Joseph LoDuca,Bad Samaritan (Original Motion Picture Soundtrack),Portland,,1,0.843,0.132,0.189,144.673,0.0388,0.957,0.0872,-17.372,0.0354
2089,5114,Jellyfish,Victor Hugo Fumagalli,The Deepest Ocean (Original Song from Jellyfish) [feat. Mariachiara],The Deepest Ocean (Original Song from Jellyfish) [feat. Mariachiara],https://p.scdn.co/mp3-preview/62b4a4393f2647440216827b8ff8cd7a02f32acf?cid=0e18970867524f1fba6634279dd9e5b2,3,0.892,0.506,0.146,124.14,0.111,0.292,0.137,-15.222,0.0358
2091,5119,Brimstone,Junkie XL,Brimstone (Original Motion Picture Soundtrack),Brimstone,https://p.scdn.co/mp3-preview/8ad89ec3316cc970532f0ec97c6c4b7c63e66e99?cid=0e18970867524f1fba6634279dd9e5b2,0,0.957,0.168,0.0603,127.217,0.0307,0.981,0.104,-21.889,0.0444
2092,5125,Hagazussa,Mmmd,Hagazussa,Hagazussa,https://p.scdn.co/mp3-preview/4bc976590546a6ba02ae25d071cd864abeda0dc6?cid=0e18970867524f1fba6634279dd9e5b2,10,0.325,0.096,0.00164,89.395,0.0341,0.832,0.11,-33.824,0.0474
2094,5129,On Any Sunday,Dominic Frontiere,On Any Sunday (Original Soundtrack Recording),The End of Love,https://p.scdn.co/mp3-preview/99c0db93420d5d2435c9adec8edff30fd2173d40?cid=0e18970867524f1fba6634279dd9e5b2,17,0.716,0.697,0.393,102.071,0.572,0.695,0.316,-15.801,0.0433
2095,5131,The Children Act,Stephen Warbeck,The Children Act (Original Motion Picture Soundtrack),"Walking To Court (Partita No. 2 In C Minor, BWV 826: I. Sinfonia [Excerpt])",,28,0.986,0.414,0.163,103.783,0.698,0.876,0.122,-22.142,0.0394
2097,5136,Long Weekend,Lauren Culjak,Long Weekend (Original Motion Picture Soundtrack),Forever,https://p.scdn.co/mp3-preview/89bf2e682418f878e0a2f9c4831d12040b43240f?cid=0e18970867524f1fba6634279dd9e5b2,22,0.133,0.475,0.51,140.028,0.252,0.97,0.1,-13.418,0.0324
2099,5144,Gloria Bell,Matthew Herbert,Gloria Bell (Original Motion Picture Soundtrack),Waterfall,https://p.scdn.co/mp3-preview/83c592085a6d2fefbd16310430c9ebb880024971?cid=0e18970867524f1fba6634279dd9e5b2,13,0.982,0.386,0.0763,139.884,0.0735,0.823,0.095,-28.196,0.0761
2100,5148,The Way of the Gun,Joe Kraemer,The Way of the Gun (Original Motion Picture Soundtrack),The Setup - Main Title,https://p.scdn.co/mp3-preview/6adf7ed8362d3d0518e373f5d9fa33165b1494cf?cid=0e18970867524f1fba6634279dd9e5b2,2,0.811,0.314,0.132,113.662,0.0378,0.96,0.138,-18.443,0.0423
2105,5157,The Dark,Edmund Butt,The Dark (Original Motion Picture Soundtrack),The Dark,https://p.scdn.co/mp3-preview/f143de73e31473acd0c69121eb8ce83b360c8a22?cid=0e18970867524f1fba6634279dd9e5b2,1,0.877,0.128,0.356,82.549,0.0348,0.939,0.109,-16.511,0.0554
2107,5161,Never on Sunday,Manos Hadjidakis,Never on Sunday (Jules Dassin's Original Motion Picture Soundtrack),"Les enfants du Pir챕e (G챕n챕rique) [From ""Never on Sunday""]",https://p.scdn.co/mp3-preview/123a0a188eea3362110164da85344f2ee8e69e41?cid=0e18970867524f1fba6634279dd9e5b2,0,0.7,0.484,0.58,139.641,0.943,0.947,0.49,-8.774,0.0287
2108,5162,The Gateway,Alec Puro,The Gateway (Original Motion Picture Soundtrack),The Projects,https://p.scdn.co/mp3-preview/f5e7bd4ef57469f09588bba1190baa2963fb37ad?cid=0e18970867524f1fba6634279dd9e5b2,0,0.919,0.353,0.403,108.352,0.0385,0.868,0.108,-17.86,0.0424
2110,5166,Palo Alto,Devonte Hynes,Palo Alto (Original Motion Picture Score),Palo Alto,https://p.scdn.co/mp3-preview/0ed48b042c92b183336715e8456a090677c8753c?cid=0e18970867524f1fba6634279dd9e5b2,36,0.717,0.616,0.377,153.95,0.308,0.00727,0.131,-9.404,0.0362
2111,5168,The Goldfinch,Trevor Gureckis,The Goldfinch (Original Motion Picture Soundtrack),The Goldfinch Theme - Solo Piano,https://p.scdn.co/mp3-preview/fa6607ed2026012835e3b5f30713afe0f37e90c8?cid=0e18970867524f1fba6634279dd9e5b2,36,0.993,0.303,0.123,122.131,0.0332,0.924,0.119,-21.806,0.0555
2115,5176,Photograph,Peter Raeburn,Photograph (Original Motion Picture Soundtrack),Ferry to Gate,https://p.scdn.co/mp3-preview/e69d41fd1777ed891e61a8ccaeb7756161bdf178?cid=0e18970867524f1fba6634279dd9e5b2,2,0.992,0.147,0.0359,65.965,0.0529,0.858,0.0842,-23.672,0.0385
2117,5181,Unmistaken Child,Cyril Morin,Unmistaken Child (In Search of a Lifetime) [Original Motion Picture Soundtrack],Easily and Peacefully,https://p.scdn.co/mp3-preview/b37bcf243751c4f597cb528a69e3fe4de2916337?cid=0e18970867524f1fba6634279dd9e5b2,4,0.887,0.138,0.185,94.67,0.0376,0.983,0.162,-17.115,0.0317
2121,5186,Always Shine,Michael Montes,Always Shine (Original Motion Picture Soundtrack),The Bowl of Flowers,https://p.scdn.co/mp3-preview/c1d186173ec67e970f500550d7189d010aefc61a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.931,0.179,0.0433,82.225,0.0398,0.959,0.108,-27.003,0.036
2126,5197,The Special Relationship,Alexandre Desplat,The Special Relationship (Music from the HBO짰 Film),Farewell,,3,0.896,0.32,0.0897,115.792,0.0732,0.948,0.109,-24.385,0.0383
2127,5200,Code Black,James Lavino,Code Black (Original Motion Picture Soundtrack),Code Black,https://p.scdn.co/mp3-preview/31589c9cca554f5692890171ce5211ae4862a3e1?cid=0e18970867524f1fba6634279dd9e5b2,0,0.779,0.323,0.197,136.48,0.0645,0.912,0.108,-22.261,0.0365
2144,5227,The Big Kahuna,Christopher Young,The Big Kahuna (Original Motion Picture Soundtrack),Charade,,33,0.038,0.559,0.458,157.116,0.6,0.625,0.0744,-10.162,0.0321
2145,5232,On Chesil Beach,Dan Jones,On Chesil Beach (Original Motion Picture Soundtrack),Solemn Love,,22,0.415,0.155,0.0666,89.317,0.0545,0.637,0.264,-24.501,0.0454
2146,5234,Beauty Mark,Ben Sollee,Beauty Mark (Original Motion Picture Score),The Statute of Limitations,https://p.scdn.co/mp3-preview/103face66d71e55172ca56e1b992253afa7d02dd?cid=0e18970867524f1fba6634279dd9e5b2,1,0.956,0.131,0.066,68.874,0.0275,0.851,0.107,-26.172,0.0489
2151,5249,Destination Wedding,William Ross,Destination Wedding (Original Motion Picture Soundtrack),Afterlife Part 1,https://p.scdn.co/mp3-preview/d11a612dc0e993574c52dad62a27325aab62e770?cid=0e18970867524f1fba6634279dd9e5b2,13,0.964,0.523,0.104,99.921,0.139,0.829,0.108,-16.115,0.0355
2153,5254,Big Sonia,Brad Anthony Laina,Big Sonia (Original Motion Picture Soundtrack),Big Sonia (Main Title Theme),https://p.scdn.co/mp3-preview/7c36b2e990def40e981684cd0ab6f8e99b6f1939?cid=0e18970867524f1fba6634279dd9e5b2,0,0.885,0.372,0.0831,72.313,0.0396,0.883,0.149,-21.559,0.0399
2155,5257,Bad Hair,Kris Bowers,Bad Hair (Original Motion Picture Soundtrack),I Get It,https://p.scdn.co/mp3-preview/3bf7340aeda5fa8833997e4922e32c0777c09c48?cid=0e18970867524f1fba6634279dd9e5b2,27,0.0158,0.684,0.945,106.008,0.552,0.00142,0.098,-4.541,0.076
2160,5270,Bellflower,Jonathan Keevil,Bellflower,Bland,https://p.scdn.co/mp3-preview/1984e017c3e853b36ae6b2e1e299f32033b87558?cid=0e18970867524f1fba6634279dd9e5b2,20,0.976,0.485,0.0416,113.222,0.281,1.02E-05,0.0612,-17.276,0.0426
2162,5274,Shifty,Harry Escott,Shifty (Original Motion Picture Soundtrack),Tough Call,https://p.scdn.co/mp3-preview/936d8e607e2521b65b5c67e0ce2493b9c9c0e828?cid=0e18970867524f1fba6634279dd9e5b2,22,0.375,0.571,0.34,110.086,0.489,0.759,0.109,-19.199,0.0743
2164,5278,Is Paris Burning?,Maurice Jarre,Is Paris Burning?,The Paris Waltz,https://p.scdn.co/mp3-preview/6c96af95385904ab7705e33123214131bf17c1a8?cid=0e18970867524f1fba6634279dd9e5b2,12,0.675,0.179,0.294,86.218,0.498,0.000244,0.101,-14.09,0.0307
2169,5285,Kill Command,Stephen Hilton,Kill Command (Original Motion Picture Soundtrack),Kill Command Main Title,https://p.scdn.co/mp3-preview/0298e2e9aaaf9c409fb0717cc41ebcd0a1696020?cid=0e18970867524f1fba6634279dd9e5b2,2,0.0606,0.408,0.438,97.078,0.0664,0.834,0.129,-11.177,0.0379
2170,5288,Low Tide,Will Blair,Low Tide (Original Motion Picture Soundtrack),The Peacemaker,https://p.scdn.co/mp3-preview/7003531500f61b7044e2eab4114a87bd3d8f85ac?cid=0e18970867524f1fba6634279dd9e5b2,13,0.993,0.224,0.216,152.058,0.166,0.0569,0.0722,-12.266,0.0405
2171,5290,On Her Shoulders,Patrick Jonsson,On Her Shoulders (Original Motion Picture Soundtrack),On Her Shoulders,https://p.scdn.co/mp3-preview/95c87e6c8434ab0e5cc4f55ffd97a27abd7eb212?cid=0e18970867524f1fba6634279dd9e5b2,18,0.97,0.227,0.0845,66.182,0.0391,0.935,0.115,-21.662,0.0352
2172,5291,Most Beautiful Island,Jeffery Alan Jones,Most Beautiful Island (Original Motion Picture Soundtrack),Most Beautiful Island,https://p.scdn.co/mp3-preview/328623037605cfa564ec00b7f47adaf0053faa87?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0398,0.117,0.21,168.284,0.0359,0.838,0.081,-20.716,0.0394
2174,5293,The Son of Bigfoot,Puggy,The Son of Bigfoot (Original Motion Picture Soundtrack),Where the Light Is - Edited,https://p.scdn.co/mp3-preview/600cc6830b8f0dc8e2221852466dd67a44dea7ae?cid=0e18970867524f1fba6634279dd9e5b2,29,0.0419,0.462,0.817,140.093,0.269,0.226,0.301,-10.346,0.0457
2180,5307,Birth of the Living Dead,Brian Goss,Birth of the Living Dead (Original Soundtrack),Birth of the Living Dead,https://p.scdn.co/mp3-preview/66c70222fa0c9c050a62240595142ef6fd446def?cid=0e18970867524f1fba6634279dd9e5b2,0,0.00303,0.309,0.734,80.152,0.405,0.00678,0.386,-7.731,0.0506
2182,5314,Rob the Mob,Stephen Endelman,Rob the Mob Podcast,Rob the Mob Podcast,https://p.scdn.co/mp3-preview/3594b90a6b3f5edcb64b916e83f5a94d1bf63e48?cid=0e18970867524f1fba6634279dd9e5b2,0,0.904,0.59,0.153,130.265,0.632,0,0.158,-22.59,0.42
2183,5316,Possum,The Radiophonic Workshop,Possum (Original Motion Picture Soundtrack),Verse 1 and Main Titles,https://p.scdn.co/mp3-preview/6bf58530116eb69ee72b2d35d8ea6118e1b2b704?cid=0e18970867524f1fba6634279dd9e5b2,0,0.901,0.077,0.18,81.248,0.0262,0.625,0.135,-20.93,0.0435
2184,5317,47 Meters Down: Uncaged,tomandandy,47 Meters Down: Uncaged (Original Motion Picture Soundtrack),Opening,,2,0.0923,0.14,0.0949,140.926,0.0264,0.933,0.081,-21.375,0.0419
2186,5320,The Uninvited,Christopher Young,The Uninvited (Original Motion Picture Soundtrack),The Uninvited,https://p.scdn.co/mp3-preview/b2bcb9e541b592e8085dcb2117e3442c6228b967?cid=0e18970867524f1fba6634279dd9e5b2,20,0.925,0.169,0.0673,114.381,0.0376,0.735,0.0967,-25.089,0.0449
2187,5322,Short Eyes,Curtis Mayfield,Short Eyes (Original Motion Picture Soundtrack),Do Do Wap Is Strong in Here,https://p.scdn.co/mp3-preview/ed38f595cc84228657646eddd9b277b01fe3aa1f?cid=0e18970867524f1fba6634279dd9e5b2,13,0.228,0.696,0.509,102.934,0.872,2.97E-06,0.114,-15.27,0.105
2189,5324,Twins of Evil,Harry Robinson,Twins of Evil (Original Soundtrack),The Brotherhood Strikes / Opening Credits,https://p.scdn.co/mp3-preview/b7e61c9c0b14eb9f789154af23bbd4fea940195a?cid=0e18970867524f1fba6634279dd9e5b2,1,0.921,0.157,0.348,79.936,0.0459,0.832,0.115,-10.506,0.0377
2192,5333,The Young Karl Marx,Alexei Aigui,The Young Karl Marx (Original Motion Picture Soundtrack),Jenny Et Karl,https://p.scdn.co/mp3-preview/3a4cf2cb11abc2c365dbff2c611d952256e6eae9?cid=0e18970867524f1fba6634279dd9e5b2,8,0.81,0.271,0.027,74.667,0.0374,0.922,0.0925,-32.482,0.0466
2200,5363,Foxy Brown,Willie Hutch,Foxy Brown,Hospital Prelude Of Love Theme,,28,0.844,0.313,0.296,108.385,0.15,0.00663,0.463,-13.644,0.0377
2201,5365,Cleanskin,Simon Lambros,Cleanskin (Original Motion Picture Soundtrack),Prelude,https://p.scdn.co/mp3-preview/172889b7122e9bcf7b1529aea8416d6a48d8d10c?cid=0e18970867524f1fba6634279dd9e5b2,0,0.759,0.179,0.0309,101.672,0.032,0.864,0.237,-27.84,0.0414
2202,5367,The Boy,Bear McCreary,The Boy (Original Motion Picture Soundtrack),The Boy Main Title,https://p.scdn.co/mp3-preview/affa38f95cecd7f52102a006594dad262ecee69f?cid=0e18970867524f1fba6634279dd9e5b2,14,0.966,0.207,0.104,108.246,0.0358,0.953,0.0841,-20.057,0.0363
2208,5377,Evelyn,Stephen Endelman,Endelman: Evelyn - Music from the Motion Picture,On The Banks Of The Roses [Evelyn - Original motion picture soundtrack],,11,0.702,0.662,0.433,124.888,0.967,0,0.146,-10.289,0.0376
2212,5381,Clear History,Ludovic Bource,Clear History,End Title,https://p.scdn.co/mp3-preview/ad3209a18377b5f3fd8e3a7783a405ba18abfa18?cid=0e18970867524f1fba6634279dd9e5b2,4,0.76,0.639,0.614,94.879,0.609,0.652,0.0485,-12.304,0.0657
2213,5383,Skin,Dan Romer,Skin (Original Music from the Motion Picture),At Your Doorstep,https://p.scdn.co/mp3-preview/ca78ee82d2f53d5871edb7c8b9bdbe8855686278?cid=0e18970867524f1fba6634279dd9e5b2,12,0.882,0.19,0.231,136.743,0.038,0.875,0.0841,-16.989,0.0437
2216,5389,The House of Magic,Ramin Djawadi,The House of Magic (Original Motion Picture Soundtrack),Thunder,https://p.scdn.co/mp3-preview/f4428897fb51986e29c730df72449557b49145d7?cid=0e18970867524f1fba6634279dd9e5b2,1,0.76,0.521,0.256,111.994,0.127,0.718,0.0997,-18.648,0.0398
2217,5390,The Words,Marcelo Zarvos,The Words (Original Motion Picture Soundtrack),The Old Man,https://p.scdn.co/mp3-preview/e19218c3e869dd7fca2a1fb4acf59f0b1ac398f4?cid=0e18970867524f1fba6634279dd9e5b2,13,0.969,0.188,0.135,95.802,0.0693,0.897,0.106,-16.812,0.0314
2219,5394,The Brothers Grimm,Dario Marianelli,The Brothers Grimm (Original Motion Picture Soundtrack),And They Lived Happily Ever After,https://p.scdn.co/mp3-preview/46eaa4568e1ad142cce65b95adedfa2aac9ec9aa?cid=0e18970867524f1fba6634279dd9e5b2,7,0.829,0.139,0.357,141.024,0.0301,0.903,0.548,-10.539,0.0317
2221,5397,The Kill Team,Justin Melland,The Kill Team (Original Motion Picture Soundtrack),Open,https://p.scdn.co/mp3-preview/06240aaff59c6be2b2505ac2a5376efdd909ff7c?cid=0e18970867524f1fba6634279dd9e5b2,0,0.862,0.38,0.265,160.035,0.0389,0.892,0.111,-26.352,0.0745
2244,5446,Pussy Riot: A Punk Prayer,Simon Russell,Pussy Riot: A Punk Prayer,Walk the Walk,https://p.scdn.co/mp3-preview/79735efc81d831e6dcc9893bf79c51db84d53312?cid=0e18970867524f1fba6634279dd9e5b2,0,0.128,0.341,0.482,180.172,0.0963,0.924,0.131,-12.274,0.0507
2245,5447,Listen Up Philip,Keegan DeWitt,Listen Up Philip (Original Score),"Philip I, Take 1",https://p.scdn.co/mp3-preview/533cb4999969ceea62dc803960b879ceb0ca7d4b?cid=0e18970867524f1fba6634279dd9e5b2,2,0.979,0.423,0.308,116.973,0.205,0.915,0.127,-9.417,0.0302
2246,5450,Conquest 1453,Benjamin Wallfisch,Conquest 1453 (Original Motion Picture Soundtrack),Mehmet's Theme,https://p.scdn.co/mp3-preview/541341e795daac780e4cbad8d3948f1d744ea0dc?cid=0e18970867524f1fba6634279dd9e5b2,14,0.669,0.181,0.197,122.698,0.0833,0.81,0.128,-17.365,0.0398
2248,5455,Japanese Story,Elizabeth Drake,Japanese Story,Chinsagu No Hana,https://p.scdn.co/mp3-preview/4fcac5eaaefa417e5be9ac08c3c873ca092cc784?cid=0e18970867524f1fba6634279dd9e5b2,8,0.892,0.271,0.133,77.395,0.154,0.265,0.12,-17.58,0.0345
2249,5457,Friday the 13th Part 2,Harry Manfredini,Friday the 13th Part 2 (Motion Picture Soundtrack),Keep a Cool Head (Aka Main Title),https://p.scdn.co/mp3-preview/c9832b319197d589ea068097e114f3e12061bfcb?cid=0e18970867524f1fba6634279dd9e5b2,13,0.902,0.442,0.431,80.271,0.358,0.544,0.562,-13.74,0.0691
2250,5459,Some Freaks,Walter Sickert,Some Freaks (Original Motion Picture Score),Hospital Song,https://p.scdn.co/mp3-preview/f5ac2ef2334d3385949965dd41c3079494512111?cid=0e18970867524f1fba6634279dd9e5b2,1,0.358,0.575,0.359,142.28,0.507,0.933,0.179,-14.188,0.0294
2253,5466,What Richard Did,Stephen Rennicks,What Richard Did (Original Score and Extras),Title Music,https://p.scdn.co/mp3-preview/9295562eec1beb4b4cbc17c4228dfa809fddea81?cid=0e18970867524f1fba6634279dd9e5b2,1,0.984,0.574,0.00414,168.218,0.153,0.845,0.108,-24.191,0.0354
2259,5483,A Dark Place,John Hardy,Steel Country / A Dark Place (Original Motion Picture Soundtrack),Nightshift,https://p.scdn.co/mp3-preview/22e0f48e08ae5bb57665cc2f95b10f784bcb397f?cid=0e18970867524f1fba6634279dd9e5b2,27,0.905,0.159,0.0907,88.066,0.0311,0.905,0.0657,-20.369,0.0403
2266,5497,The Possession,Anton Sanko,The Possession (Original Motion Picture Soundtrack),Stop the Killing,https://p.scdn.co/mp3-preview/7a13ecb5e96314d7d19bdc691022d67688c75e45?cid=0e18970867524f1fba6634279dd9e5b2,2,0.933,0.118,0.0349,67.564,0.0346,0.545,0.103,-21.156,0.0458
2267,5512,The Red House,Miklos Rozsa,Rozsa: Spellbound Concerto - The Red House - Quo vadis Suite,Spellbound Concerto,https://p.scdn.co/mp3-preview/7e516826607ad10daeebcd6e87ccb71c81382139?cid=0e18970867524f1fba6634279dd9e5b2,0,0.965,0.12,0.249,81.042,0.0713,0.865,0.29,-17.565,0.0337
2271,5518,Halston,Stanley Clarke,Halston (Original Motion Picture Soundtrack),Walking the Runway,https://p.scdn.co/mp3-preview/725e4ecd79202517c24219fc56e9945ddbcfad1f?cid=0e18970867524f1fba6634279dd9e5b2,17,0.0033,0.707,0.606,119.016,0.925,0.872,0.101,-8.39,0.0278
2272,5519,Home Again,John Debney,Home Again (Original Motion Picture Soundtrack),Cocktails,,12,0.806,0.627,0.203,120.896,0.394,0.775,0.113,-17.93,0.0439
2276,5527,My Name Is Emily,Stephen McKeon,My Name Is Emily (Original Score),My Name Is Emily,https://p.scdn.co/mp3-preview/9cc9e20e6218e21565c13982bb8ecae8aabe2031?cid=0e18970867524f1fba6634279dd9e5b2,2,0.779,0.284,0.115,115.027,0.0372,0.915,0.0731,-24.776,0.0364
2277,5528,Cherry,Henry Jackman,Cherry (An Apple Original Film),The Comedown,https://p.scdn.co/mp3-preview/3cb7fea32d2d77ce1c274fdfcb23c3eedf68257c?cid=0e18970867524f1fba6634279dd9e5b2,29,0.917,0.185,0.0328,120.548,0.0355,0.912,0.122,-21.807,0.0459
2281,5538,Five Fingers for Marseilles,James Matthes,Five Fingers for Marseilles (Original Motion Picture Soundtrack),Until the End,https://p.scdn.co/mp3-preview/67c1a1851d64fe7e41c3ec49ca5178196ff81ff7?cid=0e18970867524f1fba6634279dd9e5b2,1,0.859,0.301,0.162,90.127,0.0358,0.926,0.111,-22.217,0.0366
2286,5549,Nancy,Peter Raeburn,Nancy (Original Motion Picture Soundtrack),Unknown Woman,https://p.scdn.co/mp3-preview/0e6f0b4441e4aae155e33b7dfba3b18c07324c0e?cid=0e18970867524f1fba6634279dd9e5b2,1,0.991,0.334,0.285,91.067,0.0385,0.934,0.142,-17.513,0.0481
2289,5559,Joe,Jeff McIlwain,Joe (David Gordon Green's Original Motion Picture Soundtrack),For Anyone's Sake,https://p.scdn.co/mp3-preview/e1a8964eba5d3c0ba912eb25cf52e177966f4617?cid=0e18970867524f1fba6634279dd9e5b2,10,0.894,0.618,0.274,145.783,0.296,0.0952,0.105,-14.578,0.0505
2292,5564,Diverge,Brooke Blair,Diverge (Original Motion Picture Soundtrack),Anna's Fall,https://p.scdn.co/mp3-preview/f84819d29d0ae2a907ad9884d17060189826083a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.841,0.172,0.185,57.065,0.0292,0.91,0.11,-19.436,0.0479
2294,5573,Hired Gun,The Crystal Method,Hired Gun (Original Score),Not Getting Credit,https://p.scdn.co/mp3-preview/6feb6248cccbec5dde9adb7866b92f6758c62221?cid=0e18970867524f1fba6634279dd9e5b2,7,0.437,0.626,0.646,160.012,0.587,0.946,0.177,-10.74,0.0444
